属性,数值,关联材料,条件,原文片段,段落来源,DOI,标题
Cycle_Life_80_Percent_Capacity_Retention,131 cycles,,,the GLi full cell still achieves a remarkable cycling performance with 131 cycles,"The cycle performance of pouch cells were also verified by repeated experiments Figs. S11a–b. As plotted in Fig. 4h, the cells with GLi anode have an average cycle life of 390 cycles, while the cells ",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Cycle_Life_80_Percent_Capacity_Retention,95 cycles,,,the Li full cell has a cycle life of only 95 cycles,"The cycle performance of pouch cells were also verified by repeated experiments Figs. S11a–b. As plotted in Fig. 4h, the cells with GLi anode have an average cycle life of 390 cycles, while the cells ",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Interfacial_Resistance_RSEI_or_Rct,Ω,,-40°C | 1.0 M LiPF in FEC/EMC volume ratio 1:5 | full_cell,the cell with bare Li anode exhibit increasing SEI resistance,"Electrochemical impedance spectroscopy EIS measurements were conducted for GLi and Li full pouch cells after 50, 100, and 150 cycles. In Nyquist plots, the semicircle at the high frequency reflects th",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Interfacial_Resistance_RSEI_or_Rct,Ω,,,the R of GLi full cell remained stable after 50 and 100 cycles,"Electrochemical impedance spectroscopy EIS measurements were conducted for GLi and Li full pouch cells after 50, 100, and 150 cycles. In Nyquist plots, the semicircle at the high frequency reflects th",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Interfacial_Resistance_RSEI_or_Rct,Ω,,-40°C | 1.0 M LiPF in FEC/EMC volume ratio 1:5 | full_cell,increase in charge transfer impedance of Li anode,"Electrochemical impedance spectroscopy EIS measurements were conducted for GLi and Li full pouch cells after 50, 100, and 150 cycles. In Nyquist plots, the semicircle at the high frequency reflects th",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Interfacial_Resistance_RSEI_or_Rct,Ω,,-40°C | 1.0 M LiPF in FEC/EMC volume ratio 1:5 | full_cell,the GLi cell displayed much more stable resistance within the whole cycling process,"Electrochemical impedance spectroscopy EIS measurements were conducted for GLi and Li full pouch cells after 50, 100, and 150 cycles. In Nyquist plots, the semicircle at the high frequency reflects th",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Capacity_Retention_at_Nth_Cycle,80 %,,80°C,When the capacity of the LiNCM811 full cell dropped to 80% of its initial capacity after 170 charge/,"As shown in Fig. 5a, under the current density of 0.1C charging and 0.3C discharging, the dead lithium thickness on the surface of the lithium foil reached 85 μm after the initial 50 cycles, and as th",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Capacity_Retention_at_Nth_Cycle,80 %,,80°C,"After 350 cycles, the capacity retention rate decreased to 80%","As shown in Fig. 5a, under the current density of 0.1C charging and 0.3C discharging, the dead lithium thickness on the surface of the lithium foil reached 85 μm after the initial 50 cycles, and as th",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Cycle_Life_80_Percent_Capacity_Retention,170 cycles,,80°C,When the capacity of the LiNCM811 full cell dropped to 80% of its initial capacity after 170 charge/,"As shown in Fig. 5a, under the current density of 0.1C charging and 0.3C discharging, the dead lithium thickness on the surface of the lithium foil reached 85 μm after the initial 50 cycles, and as th",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Cycle_Life_80_Percent_Capacity_Retention,350 cycles,,80°C,"After 350 cycles, the capacity retention rate decreased to 80%","As shown in Fig. 5a, under the current density of 0.1C charging and 0.3C discharging, the dead lithium thickness on the surface of the lithium foil reached 85 μm after the initial 50 cycles, and as th",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Symmetric_Cell_Cycling_Stability,500 h,,80°C,GLi anode maintained stable cycling over 500 h,The electrochemical performances GLi anodes were systematically investigated and compared with bare Li anode. Fig. S9a shows the cycling performance of symmetrical cells cycled at 1 mA mathrm - 2 with,10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Capacity_Retention_at_Nth_Cycle,76 %,,,"the cell still delivered a high reversible capacity of 130 mAh g - 1 , corresponding to 76% of the i",The electrochemical performances GLi anodes were systematically investigated and compared with bare Li anode. Fig. S9a shows the cycling performance of symmetrical cells cycled at 1 mA mathrm - 2 with,10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Areal_Capacity,14 mAh/cm2,,80°C,"after 50 charge/discharge cycles, the average capacity of remaining active lithium in the Li anode i","Following the above experiments, the content of active lithium remained in the anodes after different cycle numbers was also measured. After disassembling the pouch cells, three identical discs with a",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Areal_Capacity,16.6 mAh/cm2,,80°C,"after 50 charge/discharge cycles, the average capacity of remaining active lithium in the GLi anode ","Following the above experiments, the content of active lithium remained in the anodes after different cycle numbers was also measured. After disassembling the pouch cells, three identical discs with a",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Areal_Capacity,11.7 mAh/cm2,,,"after 100 charge/discharge cycles, the average capacity of remaining active lithium in the Li anode ","Following the above experiments, the content of active lithium remained in the anodes after different cycle numbers was also measured. After disassembling the pouch cells, three identical discs with a",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Areal_Capacity,13.9 mAh/cm2,,,"after 100 charge/discharge cycles, the average capacity of remaining active lithium in the GLi anode","Following the above experiments, the content of active lithium remained in the anodes after different cycle numbers was also measured. After disassembling the pouch cells, three identical discs with a",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Areal_Capacity,10.0 mAh/cm2,,-40°C | 1.0 M LiPF in FEC/EMC volume ratio 1:5 | full_cell,"after 150 charge/discharge cycles, the average capacity of remaining active lithium in the Li anode ","Following the above experiments, the content of active lithium remained in the anodes after different cycle numbers was also measured. After disassembling the pouch cells, three identical discs with a",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Areal_Capacity,12.6 mAh/cm2,,-40°C | 1.0 M LiPF in FEC/EMC volume ratio 1:5 | full_cell,"after 150 charge/discharge cycles, the average capacity of remaining active lithium in the GLi anode","Following the above experiments, the content of active lithium remained in the anodes after different cycle numbers was also measured. After disassembling the pouch cells, three identical discs with a",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Areal_Capacity,8.7 mAh/cm2,,-40°C | 1.0 M lithium hexafluorophosphate in EC/DMC volume | full_cell,"When the discharge capacity retention rate of the cells decreased to 80% of the initial capacity, th","Following the above experiments, the content of active lithium remained in the anodes after different cycle numbers was also measured. After disassembling the pouch cells, three identical discs with a",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Areal_Capacity,11 mAh/cm2,,-40°C | 1.0 M lithium hexafluorophosphate in EC/DMC volume | full_cell,the GLi anode contained 11 mAh cm− 2 of residual active lithium,"Following the above experiments, the content of active lithium remained in the anodes after different cycle numbers was also measured. After disassembling the pouch cells, three identical discs with a",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Capacity_Retention_at_Nth_Cycle,76 %,,80°C,The full cells show extraordinary cycling stability and prolonged lifespan over 470 cycles with capa,"In summary, a feasible and simple fabrication strategy has been proposed to obtain graphene-coated lithium metal anode with a double layer structure in this work. First, the large surface area of grap",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Rate_Capability_at_Given_C_rate,267.1 mAh,,80°C,discharge capacity increased from 267.1 mAh to 369.7 mAh,"C） The optical image of the GLi anode after cycling is shown in Fig. 5e. The regions with golden color on the front side towards the cathode of the anode correspond to lithium-carbon compounds, while ",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Rate_Capability_at_Given_C_rate,369.7 mAh,,,discharge capacity increased to 369.7 mAh,"C） The optical image of the GLi anode after cycling is shown in Fig. 5e. The regions with golden color on the front side towards the cathode of the anode correspond to lithium-carbon compounds, while ",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Rate_Capability_at_Given_C_rate,269.3 mAh,,-40°C | 1.0 M LiPF in FEC/EMC volume ratio 1:5 | full_cell,discharge capacity was recovered to 269.3 mAh after electrolyte refilling,"C） The optical image of the GLi anode after cycling is shown in Fig. 5e. The regions with golden color on the front side towards the cathode of the anode correspond to lithium-carbon compounds, while ",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Rate_Capability_at_Given_C_rate,264.8 mAh,,-40°C | 1.0 M lithium hexafluorophosphate in EC/DMC volume | full_cell,discharge capacity was recovered from 264.8 mAh,"C） The optical image of the GLi anode after cycling is shown in Fig. 5e. The regions with golden color on the front side towards the cathode of the anode correspond to lithium-carbon compounds, while ",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Capacity_Retention_at_Nth_Cycle,80 %,GLi,,when its capacity decayed to 80% of the initial value,"C） The optical image of the GLi anode after cycling is shown in Fig. 5e. The regions with golden color on the front side towards the cathode of the anode correspond to lithium-carbon compounds, while ",10.1016/j.carbon.2023.118498,Graphene coated lithium foil anode enables long cycle life Li metal pouch cells
Chemical_Formula,ZnO,"CZnOntsCC, CZnOnrsCC, ZnOnrsCC",,the peaks at 560.3 cm⁻¹ and 1150.3 cm⁻¹ correspond to the characteristic peaks of hexagonal wurtzite,"Raman spectra Fig. 2e of bare CC, CZnOnrsCC and CZnOntsCC all consist of the D band at 1386 cm− 1 and the G band mathrm sim 1588 mathrm - 1 corresponding to the carbon species. The mathrm I D / I G in",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Crystal_System,hexagonal,"CZnOntsCC, CZnOnrsCC, ZnOnrsCC",,characteristic peaks of hexagonal wurtzite ZnO,"Raman spectra Fig. 2e of bare CC, CZnOnrsCC and CZnOntsCC all consist of the D band at 1386 cm− 1 and the G band mathrm sim 1588 mathrm - 1 corresponding to the carbon species. The mathrm I D / I G in",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Elemental_Composition,"['O', 'Zn', 'C']",,,"It shows that CZnOntsCC is mainly composed of O, Zn and C.","Carbon cloth CC possesses good mechanical strength and flexibility, and can still maintain integrity after being curled and folded into different shapes Fig. 1a–b. A strand of carbon fiber consisting ",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Interlayer_Spacing,0.26 nm,CZnOntsCC,,The lattice fringes with d-spacing of 0.26 nm correspond to the 002 crystal plane of ZnO Fig. 2c.,The composition and microstructure of CZnOntsCC were further studied by high resolution transmission electron microscope HRTEM. The diameter of carbon-coated ZnO nanotubes is about 30 nm with amorphou,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Elemental_Composition,"[{'element': 'C', 'content': 84.43}, {'element': 'O', 'content': 14.17}, {'element': 'N', 'content': 2.4}] at%",CZnOntsCC,,"pristine CC mainly contains C, O and N, with contents of 84.43 at.%, 14.17 at.% and 2.40 at.% respec","The XPS results Table S1 show that pristine CC mainly contains mathrm C , O and N, with contents of 84.43 at.%, 14.17 at.% and 2.40 at.% respectively. CZnOntsCC mainly contains C, O, N and Zn, with th",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Elemental_Composition,"[{'element': 'C', 'content': 85.73}, {'element': 'O', 'content': 7.33}, {'element': 'N', 'content': 5.93}, {'element': 'Zn', 'content': 1.02}] at%",CZnOntsCC,,"CZnOntsCC mainly contains C, O, N and Zn, with the contents of 85.73 at.%, 7.33 at.%, 5.93 at.% and ","The XPS results Table S1 show that pristine CC mainly contains mathrm C , O and N, with contents of 84.43 at.%, 14.17 at.% and 2.40 at.% respectively. CZnOntsCC mainly contains C, O, N and Zn, with th",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Chemical_Formula,ZnO,,,ZnO nanorods were grown on the surface of carbon cloth to obtain ZnO nanorods current collector ZnOn,The carbon cloth CeTech WOS1011 was soaked in acetone solution for 24 h in order to remove the sizing agent on the surface of the carbon fiber. The carbon cloth was activated with a mixture of mathrm ,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Elemental_Composition,"['Zn', 'O', 'C']",,,Carbon-coated ZnO nanotube arrays on carbon cloth; ZnO growth solution and carbon coating.,The carbon cloth CeTech WOS1011 was soaked in acetone solution for 24 h in order to remove the sizing agent on the surface of the carbon fiber. The carbon cloth was activated with a mixture of mathrm ,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Elemental_Composition,"['Zn', 'O', 'C']",,,The peaks located at 1022.1 and 1045.2 eV in the spectra of Zn2p Fig. 3d are attributed to the matht,"The peaks located at 1022.1 and 1045.2 eV in the spectra of Zn2p Fig. 3d are attributed to the mathtt 2 p 3 / 2 and mathrm 2 p 1 / 2 , respectively, which is related to the incorporation of ZnO in the",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Elemental_Composition,"['C', 'O', 'Zn', 'N']",,,"The deconvolution of the O 1s spectra of CC Fig. 3b consists of two peaks at 530.7 eV and 532.6 eV, ","The deconvolution of the O 1s spectra of CC Fig. 3b consists of two peaks at 530.7 eV and 532.6 eV, which are assigned to O–C––O and C–O species, respectively 40. The deconvolution of the O 1s spectru",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
SEI_Chemical_Composition_XPS,"['Li2O', 'Li2CO3', 'Li3N', 'LiF']",CZnOntsCC,,"The inorganic components in SEI mainly consist of thermodynamically stable Li2O PDF#12–0254, mathrm ","In order to understand the performance improvement by the carboncoated ZnO nanotubes on carbon cloth, the microstructure of SEI and morphology of plated lithium on the CZnOntsCC were investigated. Fig",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
SEI_Chemical_Composition_XPS,"['C-OR', 'ROCO2Li', 'R-O-R', 'COOR']",CZnOntsCC,,"The SEI of CC electrode is mainly composed of C-OR, ROCO2Li, R-O-R, COOR","The chemical structures of SEI of CC and CZnOntsCC are schematically shown in Fig. 6e and f respectively. The SEI of CC electrode is mainly composed of C-OR, ROCO2Li, R-O-R, COOR, while the SEI of CZn",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
SEI_Chemical_Composition_XPS,"['Li2O', 'Li2CO3', 'Li3N', 'LiF']",CZnOntsCC,,"the SEI of CZnOntsCC is rich in Li2O, Li2CO3, Li3N and LiF","The chemical structures of SEI of CC and CZnOntsCC are schematically shown in Fig. 6e and f respectively. The SEI of CC electrode is mainly composed of C-OR, ROCO2Li, R-O-R, COOR, while the SEI of CZn",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Li_Nucleation_Overpotential,28.5 mV,CZnOntsCC,,pristine CC cell 28.5 mV,"Nucleation overpotential before the lithium plating is observed, as shown in the inset Fig. 4b. Compared with the pristine CC cell 28.5 mV, the CZnOntsCC cell shows reduced nucleation overpotential 23",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Li_Nucleation_Overpotential,23.7 mV,CZnOntsCC,,the CZnOntsCC cell shows reduced nucleation overpotential 23.7 mV,"Nucleation overpotential before the lithium plating is observed, as shown in the inset Fig. 4b. Compared with the pristine CC cell 28.5 mV, the CZnOntsCC cell shows reduced nucleation overpotential 23",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Li_Nucleation_Overpotential,31.2 mV,CZnOntsCC,,average overpotential of CC ... 31.2 mV,"Nucleation overpotential before the lithium plating is observed, as shown in the inset Fig. 4b. Compared with the pristine CC cell 28.5 mV, the CZnOntsCC cell shows reduced nucleation overpotential 23",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Li_Nucleation_Overpotential,24.9 mV,CZnOntsCC,,CZnOntsCC ... 24.9 mV,"Nucleation overpotential before the lithium plating is observed, as shown in the inset Fig. 4b. Compared with the pristine CC cell 28.5 mV, the CZnOntsCC cell shows reduced nucleation overpotential 23",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Plateau_Overpotential,2.0 mV,CZnOntsCC,,overpotential 2 mV on CZnOntsCC,"Nucleation overpotential before the lithium plating is observed, as shown in the inset Fig. 4b. Compared with the pristine CC cell 28.5 mV, the CZnOntsCC cell shows reduced nucleation overpotential 23",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Plateau_Overpotential,10.9 mV,CZnOntsCC,,on CC 10.9 mV,"Nucleation overpotential before the lithium plating is observed, as shown in the inset Fig. 4b. Compared with the pristine CC cell 28.5 mV, the CZnOntsCC cell shows reduced nucleation overpotential 23",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Symmetric_Cell_Cycling_Stability,15 cycles,CZnOntsCC,,LiCC cell experiences quick degradation after only 15 cycles,"Nucleation overpotential before the lithium plating is observed, as shown in the inset Fig. 4b. Compared with the pristine CC cell 28.5 mV, the CZnOntsCC cell shows reduced nucleation overpotential 23",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Symmetric_Cell_Cycling_Stability,>100 cycles,CZnOntsCC,,LiCZnOntsCC cell stably cycles for more than 100 cycles,"Nucleation overpotential before the lithium plating is observed, as shown in the inset Fig. 4b. Compared with the pristine CC cell 28.5 mV, the CZnOntsCC cell shows reduced nucleation overpotential 23",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
SEI_Chemical_Composition_XPS,"[{'element': 'CFx', 'content': 19.61, 'unit': '%'}, {'element': 'COOR', 'content': 9.6, 'unit': '%'}, {'element': 'C-OR', 'content': 33.78, 'unit': '%'}, {'element': 'CO3^2-', 'content': 11.53, 'unit': '%'}, {'element': 'ROCO2Li', 'content': 29.93, 'unit': '%'}, {'element': 'R-O-R', 'content': 11.26, 'unit': '%'}, {'element': 'Li2CO3', 'content': 46.92, 'unit': '%'}, {'element': 'Li2O', 'content': 11.89, 'unit': '%'}, {'element': 'LiF', 'content': 5.45, 'unit': '%'}]",CZnOntsCC,,"In the C1s spectra Fig. 6a, the peak intensities of CFx 293.5 eV, COOR 288.0 eV and C-OR 286.6 eV, w","The chemical composition of SEI in bare CC and CZnOntsCC was further analyzed by XPS. Table S3 lists the details for XPS fitting. In the C1s spectra Fig. 6a, the peak intensities of CFx 293.5 eV, COOR",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
SEI_Chemical_Composition_XPS,"[{'element': 'CFx', 'content': 11.56, 'unit': '%'}, {'element': 'COOR', 'content': 5.07, 'unit': '%'}, {'element': 'C-OR', 'content': 9.57, 'unit': '%'}, {'element': 'CO3^2-', 'content': 20.01, 'unit': '%'}, {'element': 'ROCO2Li', 'content': 6.25, 'unit': '%'}, {'element': 'R-O-R', 'content': 7.44, 'unit': '%'}, {'element': 'Li2CO3', 'content': 65.33, 'unit': '%'}, {'element': 'Li2O', 'content': 20.97, 'unit': '%'}, {'element': 'LiF', 'content': 17.93, 'unit': '%'}]",CZnOntsCC,,"In the C1s spectra Fig. 6a ... the contents decrease ... to 11.56 %, 5.07 % and 9.57 % in CZnOntsCC ","The chemical composition of SEI in bare CC and CZnOntsCC was further analyzed by XPS. Table S3 lists the details for XPS fitting. In the C1s spectra Fig. 6a, the peak intensities of CFx 293.5 eV, COOR",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
LiF_Content_in_SEI_XPS,5.45 at%,CZnOntsCC,,"in the F1s spectra Fig. 6c, the content of LiF 684.9 eV in the SEI also increases significantly from","The chemical composition of SEI in bare CC and CZnOntsCC was further analyzed by XPS. Table S3 lists the details for XPS fitting. In the C1s spectra Fig. 6a, the peak intensities of CFx 293.5 eV, COOR",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
LiF_Content_in_SEI_XPS,17.93 at%,CZnOntsCC,,"in the F1s spectra Fig. 6c, the content of LiF 684.9 eV in the SEI also increases significantly from","The chemical composition of SEI in bare CC and CZnOntsCC was further analyzed by XPS. Table S3 lists the details for XPS fitting. In the C1s spectra Fig. 6a, the peak intensities of CFx 293.5 eV, COOR",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Average_Coulombic_Efficiency_Stable_Cycling,98.54 %,,200 mA | XRD,the LiCZnOntsCC cell shows excellent electrochemical performance Fig. 7e with average coulombic effi,"As shown in Fig. 7a–d, the modified CZnOntsCC current collector was assembled with either Li LiCZnOntsCC or LiNi0.8- mathrm 0.10.1 O 2 NCM811CZnOntsCC cathode to evaluate its electrochemical performan",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Interfacial_Resistance_RSEI_or_Rct,79.3 Ω,,200 mA | XRD,"In the fresh state, the charge transfer resistance ... CZnOntsCC 79.3 Ω",The transport kinetics of lithium ion at the electrode/electrolyte interface is highly dependent on the quality of SEI and charge transfer process. Electrochemical impedance spectroscopy EIS measureme,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Interfacial_Resistance_RSEI_or_Rct,158.7 Ω,,200 mA | XRD,"In the fresh state, the charge transfer resistance of bare CC is 158.7 Ω",The transport kinetics of lithium ion at the electrode/electrolyte interface is highly dependent on the quality of SEI and charge transfer process. Electrochemical impedance spectroscopy EIS measureme,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Interfacial_Resistance_RSEI_or_Rct,3.1 Ω,,Raman,The mathtt R mathtt of CZnOntsCC 3.1Ω (SEI interfacial impedance after cycling),The transport kinetics of lithium ion at the electrode/electrolyte interface is highly dependent on the quality of SEI and charge transfer process. Electrochemical impedance spectroscopy EIS measureme,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Interfacial_Resistance_RSEI_or_Rct,7.5 Ω,,Raman,The mathtt R mathtt of bare CC 7.5Ω (SEI interfacial impedance after cycling),The transport kinetics of lithium ion at the electrode/electrolyte interface is highly dependent on the quality of SEI and charge transfer process. Electrochemical impedance spectroscopy EIS measureme,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Interfacial_Resistance_RSEI_or_Rct,15.7 Ω,,Raman,CZnOntsCC 15.7Ω (charge transfer resistance after cycling),The transport kinetics of lithium ion at the electrode/electrolyte interface is highly dependent on the quality of SEI and charge transfer process. Electrochemical impedance spectroscopy EIS measureme,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Interfacial_Resistance_RSEI_or_Rct,59.3 Ω,,Raman,bare CC ... 59.3 Ω (charge transfer resistance after cycling),The transport kinetics of lithium ion at the electrode/electrolyte interface is highly dependent on the quality of SEI and charge transfer process. Electrochemical impedance spectroscopy EIS measureme,10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Average_Coulombic_Efficiency_Stable_Cycling,98.54 %,,200 mA | XRD,high average Coulombic efficiency of 98.54 % is achieved after 150 cycles in the LiCZnOntsCC half-ce,"In summary, carbon-coated ZnO nanotube arrays with good lithium affinity were constructed on carbon cloth CZnOntsCC by simple hydrothermal method and thermal treatment, which is used as the anode curr",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Capacity_Retention_at_Nth_Cycle,47 %,,Raman,capacity retention of 47 % over 600 cycles is realized for the NCM811CZnOntsCC full cell with carbon,"In summary, carbon-coated ZnO nanotube arrays with good lithium affinity were constructed on carbon cloth CZnOntsCC by simple hydrothermal method and thermal treatment, which is used as the anode curr",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Capacity_Retention_at_Nth_Cycle,47.0 %,,200 mA | XRD,The capacity retention rate CRR of NCM811 CZnOntsCC and NCM811CC batteries is 47.0 % and 15.5 % resp,"In order to further prove the potential application of CZnOntsCC, a full battery was assembled, and the current collector was paired with a commercial NCM811 cathode with areal capacity of 4 mAh⋅cm− 2",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Rate_Capability_at_Given_C_rate,151 mAh/g,,Raman,"After recovering to 0.2C, NCM811CZnOntsCC battery still maintains a considerable capacity of 151 ⋅ g","In order to further prove the potential application of CZnOntsCC, a full battery was assembled, and the current collector was paired with a commercial NCM811 cathode with areal capacity of 4 mAh⋅cm− 2",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Energy_Density_Full_Cell,426 Wh/kg,,200 mA | XRD,"The energy density of NCM811 CZnOntsCC is 426 Wh⋅kg− 1 , which is 9.2 % higher than that of NCM811CC","In order to further prove the potential application of CZnOntsCC, a full battery was assembled, and the current collector was paired with a commercial NCM811 cathode with areal capacity of 4 mAh⋅cm− 2",10.1016/j.carbon.2024.119452,Carbon cloth with lithiophilic carbon-coated ZnO nanotubes as anode current coll
Band_Gap,7.25 eV,,,the TGD polymer had a larger gap HOMO–LUMO energy gap 7.25 eV than the electrolyte-derived SEI,"To further investigate the mechanism governing the TGD/AlMMP3- modified interphase’s excellent electrochemical properties, the HOMO–LUMO energy levels were computed from density functional theory DFT ",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Ionic_Conductivity_of_SEI,0.0001 S/cm,,,because of its high mathrm conductivity sim 10 - 4 mathrm S - 135,"To further investigate the mechanism governing the TGD/AlMMP3- modified interphase’s excellent electrochemical properties, the HOMO–LUMO energy levels were computed from density functional theory DFT ",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
Plateau_Overpotential,20 mV,,1.0 mA/cm2 | galvanostatic cycling | symmetric_cell,a small overpotential 20 mV when the current density was 1 mA mathrm - 2,"The performance of the TGD/AlMMP -modified lithium metal anode was evaluated Fig. 4a, and LiLi symmetrical cells with TGD/Al mathrm 3 – mathrm i exhibited stable voltage profiles Figures S5-S6 over 20",10.1016/j.cej.2022.134637,A dual lithiated alloy interphase layer for high-energy–density lithium metal ba
